,Headlines,Date
795,Govt and RBI break the ice as central bank agrees to help ease lending to small business. RBI board to set up panel to examine Economic Capital Framework. YES Bank shares slump 6.5 % after independent director’s resignation. ,2018-11-20
796,"Credit Linked Subsidy Scheme: HDFC disburses `1,100 crore. RBI board meeting today, govt to push for governance reforms in RBI. SBI users to lose internet banking service if mobile number not registered. Chidambaram: Glad that govt has acknowledged ‘independence’ of RBI. ",2018-11-19
797,"Government wants to ‘capture’ RBI’s reserves: P Chidambaram. CIC pulls up PMO and RBI, asks to disclose wilful defaulters list, Raghuram Rajan’s letter on bad loans. ‘Day of reckoning’: Amid friction with govt, all eyes now on RBI board meeting tomorrow. ",2018-11-18
798,RBI board member favours easier rules for weaker banks: S Gurumurthy. RBI data counters RBI claim: Credit to small firms shrinks. ,2018-11-16
799,PSBs continue  to reel under huge losses. ,2018-11-15
800,"RBI, govt near consensus on norm changes to boost MSME credit. At NCLAT, banks oppose moratorium on IL&FS loans. Sebi tightens disclosure and review norms for rating agencies. ",2018-11-14
801,"Strong banks needed to boost credit, liquidity, says Arun Jaitley. ",2018-11-12
802,"Retail digital payments jump in FY18. Centre to infuse Rs 3,054 crore into Allahabad Bank as investment. Indian banks showing positive signs but fundamentals still weak: DBS report. ",2018-11-09
803,NCLAT to hear IndusInd Bank plea against IL&FS. ,2018-11-07
804,State Bank of India returns to profit after losses in three straight quarters. ,2018-11-06
805,"For NBFCs, HFCs: Banks can offer credit support, says RBI. Is this the wrath of markets, Economic Affairs Secy Subhash Garg asks citing financial data. September quarter of FY19: PNB posts Rs 4,532 cr net loss as provisions jump 300%. Bank of Maharashtra reinstates its CEO, executive director after clean chit in fraud case. ",2018-11-03
806,HDFC standalone net rises 25 per cent  in Q2. IMF says monitoring situation in India; bats for RBI’s independence. Cross-border capital flows source of financial fragility: Raghuram Rajan. ,2018-11-02
807,"SBI to cut ATM withdrawal limit from today: Here’s the revised amount. Amid cash squeeze, PMO calls meeting of banks. If govt has invoked Section 7 of RBI Act, there will be more bad news today: P Chidambaram. Forget gold, here are other long-term assets to invest in this Dhanteras. ",2018-10-31
808,"RBI-Centre turf war: Tussle not new, Viral Acharya just flagging new issues. AIRBEA: ‘Undermining RBI a recipe for disaster’. SBI to sell 26 per cent stake in arm to form payments JV with Hitachi. RBI-Centre turf war: Govt reportedly upset with bank for making rift public. PNB capital infusion: Sebi exempts govt from making open offer. ",2018-10-30
809,"‘Rs 3,400-crore tax evasion’: I-T probing over 21,000 entities. ",2018-10-29
810,Sector Watch: ‘Govt working on measures to ease NBFC cash crunch’. ,2018-10-27
811,"Year-on-year rise: Bank credit grows by 14.30 per cent, highest in more than four years. ",2018-10-25
812,"Bank of India puts non-performing assets worth Rs 10,700 crore on sale. Dena Bank aims to bring down NPAs to 15 per cent by March 2019. Banks seek carriers’ revival plans, collateral for fresh funds. RBI Board discusses bad loan crisis, liquidity woes. ",2018-10-24
813,"SBI plans to raise Rs 25,000 crore through mix of debt & equity. Cash-strapped PNB invests Rs 50 crore into shipbuilding firm. CAG Mehrishi questions RBI’s accountability over NPA crisis in banks. ",2018-10-23
814,Bank credit growth registers 4-year high in August at 12.2%. ,2018-10-22
815,"RBI against independent body, wants Guv as chairperson with casting vote. RBI eases norms to provide more liquidity to NBFCs. RBI opposes Govt plan for separate payments regulator. HDFC Bank Q2 net profit climbs 21% to Rs 5,005 crore on robust core income. ",2018-10-20
816,RBI announces more steps to increase credit flow to NBFCs. ,2018-10-19
817,Yes Bank’s Chief Executive Officer to be appointed by February 1. ,2018-10-18
818,"ICICI Bank CEO: RBI approves three-year term for Sandeep Bakhshi. RBI allows fund transfer from wallet to wallet. RBI wanted to pull out nominees from public sector bank boards, Govt says no. ",2018-10-17
819,"Data Storage: As deadline ends, many firms yet to comply with RBI norms. RBI unveils norms for governance, capital requirements. Planning a trip this festive season at the last minute? Here are some hacks to save money. ",2018-10-16
820,Government considers talent pool for insurance succession plan. Did not issue 5-day strike call in November: AIBEA. ,2018-10-15
821,RBI sticks to October 15 deadline for data localisation. ,2018-10-14
822,"Data Storage In India: Visa, Mastercard among 15 payment firms yet to comply with RBI norms. ",2018-10-12
823,Bandhan Bank net profit increases 47 per cent on interest income. ,2018-10-11
824,"SBI bailout offer for NBFCs: will buy assets worth Rs 45,000 crore. This shopping season use these smart hacks to save money. ",2018-10-10
825,"With rupee at its lowest, what to watch for if you’re buying gold this festive season. ",2018-10-08
826,"RBI for voluntary retention route for FPIs in debt. RBI says govt steps will stabilise IL&FS, hints at tightening NBFC norms. Corporate Affairs Ministry seeks protection for new IL&FS board at NCLT. ",2018-10-06
827,"Videocon loan case: No RBI clean chit yet to ICICI Bank, says still ‘engaged’, probe is ongoing. Chanda Kochhar steps down as ICICI Bank CEO: The loan controversy that prompted a probe against her. Under conflict of interest and nepotism cloud, Chanda Kochhar quits ICICI Bank. CBI, SFIO yet to summon Chanda Kochhar and husband Deepak. RBI monetary policy statement today: What to expect. Why the RBI says it will be watching inflation closely while keeping interest rates constant. ",2018-10-05
828,"Lenders raise retail lending rate, MCLR. ",2018-10-02
829,"Mutual funds: In last four years, exposure to debt papers of NBFCs up 2.5 times. RBI data on Public Sector Banks: In four years, banks’ write-off over seven times recovery. Fully geared up for succession plan, says Yes Bank. ",2018-10-01
830,Bandhan Bank: RBI curbs not to impact business growth. ,2018-09-30
831,"Around Rs 2,500 crore due till March 2019: Ahead of IL&FS AGM, govt says will ensure no ‘undue impact’. RBI slaps curbs on Bandhan Bank branch openings, freezes CEO pay. ",2018-09-29
832,RBI eases cash reserve rules to provide liquidity for banks. ,2018-09-28
833,"Non-core asset sales: Four PSBs seek to raise at least Rs 100 crore. PNB to seek Rs 5,431-crore fund infusion from govt. ",2018-09-27
834,"PSBs for upfront govt capital infusion, relaxation in PCA norms. ",2018-09-26
835,"Rs 4,73,500-crore exposure: Banks assure support to NBFCs. There’s no cause for concern on IL&FS:  SBI Chairman Rajnish Kumar. Splurges, easy loans take household debt to new high. Govt to take all measures to ensure liquidity in NBFCs: Arun Jaitley. ",2018-09-24
836,Lower value realisation due to liquidation of corporate debtors. Sebi unveils revised KYC norms for FPIs. ,2018-09-22
837,Preventive vigilance better tool for public institutions: RBI Governor Urjit Patel. ,2018-09-21
838,PSB Consolidation: Bank of Baroda gets Vijaya Bank breather with Dena Bank stress. Mutual funds: Sebi cuts expense ratio in top slab. ,2018-09-19
839,"BoB, Dena Bank, Vijaya Bank Merger: Bankers say consolidation good for public sector banks. Household debt almost doubles in 2017-18: Reserve Bank data. The iPhone Xr costs Rs 76,900. Here are smart money moves you can make with the same amount. ",2018-09-18
840,"Kerala floods: Insurers receive Rs 1,500-crore bill. Videocon loan case: Shareholders raise questions on Chanda Kochhar. ",2018-09-13
841,"Sent list of high-profile fraud cases to PMO, not aware of progress: Raghuram Rajan. ",2018-09-12
842,"Digital Payments: Google agrees to meet all payment services norms. Relax PCA, capital adequacy rules: House panel to RBI. Raghuram Rajan: RBI sent high-profile fraud list to PMO during my tenure, not aware of its progress. Buying a car? You now have to buy long-term insurance and here’s what you should know about it. Full text of Raghuram Rajan’s note to Parliamentary Estimates Committee on Bank NPAs. ",2018-09-11
843,"Give details of top-50 cases for 3 years, House panel asks revenue department. Bank deposit growth lags 10% for a year. Raghuram Rajan: Over-optimistic bankers, growth slowdown responsible for bad loans. ",2018-09-10
844,Amitabh Chaudhry to take over as Axis Bank MD & CEO. ,2018-09-09
845,RBI fines three PSU banks Rs 1 crore each. ,2018-09-08
846,"RBI imposes Rs 1 crore fine on Union Bank for delay in fraud detection, reporting. ",2018-09-07
847,Parliamentary Standing Committee on Finance: ‘RBI should bear responsibility to fix flaws with its oversight functions’. ,2018-09-06
848,RBI: Internal ombudsman mandatory for banks with over 10 branches. ICICI Bank hikes 1-year MCLR by 15 bps; rate higher than SBI’s. The one principle you need to follow to really benefit from mutual fund investments. ,2018-09-04
849,RBI: Loan defaults by small businesses double in a year. LIC board to meet tomorrow to decide IDBI Bank stake hike plan. ,2018-09-03
850,SBI hikes lending rates by 20 basis points. ,2018-09-02
851,Long-term motor insurance: SC rejects insurers’ plea; buyers to shell out more from today. ,2018-09-01
852,"Despite opposition from proxy firms, ICICI Securities reappoints Chanda Kochhar. Kerala floods: ‘Banks may witness 20-25 per cent spike in bad loans’. ",2018-08-31
853,Annual Report 2017-2018: RBI may extend February 12 circular on stressed assets to NBFCs. Bad loans to rise in current fiscal: RBI. Stressed power assets: Centre unlikely to issue directions to RBI. ,2018-08-30
854,Life Insurance Corporation to buy up to 14.9 per cent stake in IDBI Bank. 99.3% of demonetised notes returned to banks: RBI. ,2018-08-29
855,"Deadline for NPA resolution ends: Banks get 15-day window to resolve stressed projects. SBI changes names, IFSC codes of nearly 1,300 branches post merger with associates. ",2018-08-28
856,"Asset concentration: As MFs rejig schemes, some sectors see jump in exposure. ",2018-08-27
857,PNB gets top rank in digital transaction as per Finmin report. ,2018-08-25
858,Ajay Tyagi: ‘Mutual fund industry needs more competition’. How to multiply your money if you’ve just started working. Sudden depreciation or appreciation of Rupee not good: SBI. ,2018-08-24
859,Pune: Co-op banks plan ways to keep away hackers. Bank deposits: Government against raising insurance cover to Rs 15 lakh. Education loan: Flat growth in portfolio as defaults rise. Chanda Kochhar seeks re-appointment as ICICI Securities director. ,2018-08-23
860,"Inter-creditor pact: ‘Operating guidelines by next week’. Banks in Kerala decide to reschedule loans, waive fees for new cheque books. ",2018-08-22
861,"Farm loan defaults up Rs 23,000 crore to Rs 83,153 crore in a year. Consortium lending: SBI chief Rajnish Kumar says banks should review models. Government should strengthen credit bureaus: RBI Dy Governor NS Vishwanathan. Legislate law for public credit registry: RBI Deputy Governor Viral V Acharya. For senior citizens, these are the best ways to invest their money. ",2018-08-21
862,"RBI staff to go on mass leave on September 4, 5 over pension issues. ",2018-08-20
863,"‘No plan to extend timeline, new law for valuers likely’. No ATM to be refilled after 9 pm from February 2019. ",2018-08-19
864,Resolution under IBC: Creditors recover Rs 50k cr. Delhi HC quashes PIL against limit on ATM withdrawals. ,2018-08-18
865,"SEBI cuts listing time for debt securities. Rajiv Kumar: ‘PSU banks to be out of PCA by year end’. Cyber security: Cost should not be an inhibiting factor, says Urjit Patel. Survey by Nabard: ‘88 per cent rural households have savings accounts’. ",2018-08-17
866,Cosmos cyber attack: NPCI says systems completely secure. ,2018-08-16
867,"Loan Defaults | Definition change: Repayment overdue may hit Rs 6.6 lakh crore, says Cibil study. Promoters’ stake dilution: RBI rejects Kotak Mahindra proposal. Allahabad Bank reports Rs 1,944-crore net loss in Q1. IDBI Bank Q1 loss widens to Rs 2,410 crore. ",2018-08-15
868,"HDFC Bank Deputy managing director Paresh Sukthankar quits. Idle accounts clean-up, cross verification hold up interest credit for FY18. ",2018-08-11
869,Tribunal order to bolster bank recovery efforts. ,2018-08-10
870,Second straight quarterly loss: PNB Q1 loss at Rs 940 crore. High-value frauds in PSBs fell by 30 per cent in FY18: Govt. ,2018-08-08
871,Three public sector general insurers remain headless. HDFC Bank raises fixed deposit rates by up to 0.6%. ,2018-08-06
872,What you should know before you sign up as guarantor for a loan. ,2018-08-04
873,"Stressed power assets: Is relief possible, Allahabad High Court asks Reserve Bank. HDFC raises home loan rates by 20 bps. ",2018-08-03
874,"Banks may review deposit, lending rates in near future. ICICI Bank tells US Securities and Exchange Commission: ‘In process of responding to Sebi notice’. ",2018-08-02
875,"Urban Co-op Banks: Violations seen across 621 lenders during note ban, reveals RBI. Deepak Parekh re-appointed as non-exec director of HDFC; 22.64 per cent shareholders voted against his continuation. RBI hikes repo rate for second consecutive time, home, auto loans to get expensive. ",2018-08-01
