,Headlines,Date
234,IDFC First Bank aims retail loan book growth of 25 per cent on long-term basis. ,2021-08-29
235,e-RUPI: A game changer or policy incrementalism?. Equitas Small Finance Bank to offer fixed deposits via Google Pay. Government extends tenure of UCO Bank's MD & CEO for 2 years. ,2021-08-28
236,"Govt extends tenure of 4 public sector banks' top officials. Bigger banks will continue to benefit from the Indian economy which should start seeing growth all over again: Amitabh Chaudhry, MD & CEO, Axis Bank. RBI increases incentives for banks for distribution of coins. IDBI Bank board okays divesting entire 19% stake in ARCIL. Bank credit grows by 6.55%; deposits by 10.58%. PNB scam: Properties worth Rs 500 cr of Nirav Modi firms restored to bank. ",2021-08-27
237,"How much can a buyer initially hold in IDBI, Centre to ask the Reserve Bank. Step out to step up loan disbursal, Nirmala Sitharaman tells banks. Only card networks and issuing banks may get to tokenise data. Barclays to invest more than $400 million to expand India operations. Barclays infuses Rs 3000 cr into Indian operations. Second wave of COVID infections increased bank's asset quality risks: Moody's. Strong buffers to help Indian banks withstand fresh surge in bad loans, says Moody's. Jana Small Finance Bank ties up with two co-op banks to offer digital, payment services. HDFC Bank lists $1-bn AT-1 bonds on IFSC exchanges. RBI imposes penalty on 2 co-op banks, 1 NBFC. Companies under liquidation can be sold as a ‘going concern’, rules NCLAT. ",2021-08-26
238,"ICICI Bank files cheating case against Karvy Stock Broking Ltd. Nirmala Sitharaman sets the agenda for state banks. Ease 4.0 reform highlights. Govt hikes pension payout for families of deceased PSB bankers to 30% of last drawn salary. FM Nirmala Sitharaman asks banks to conduct credit outreach programme across India. Karnataka Bank launches KBL FASTag for seamless toll deduction. FM Nirmala Sitharaman launches next gen banking reforms to drive digital growth among PSBs. Karnataka Bank launches KBL FASTag. Ujjivan Small Finance bank to do portfolio quality & process audit. RBI imposes Rs 15 lakh penalty on Baghat Urban Co-operative Bank, Solan. Carol Furtado appointed as OSD of Ujjivan SFB; to take over as interim CEO from Oct. Govt may explore CPSE-PSB HR synergy. ",2021-08-25
239,Eldeco group and HDFC capital set up Rs 150 crore affordable and mid-income housing fund. HDFC Bank divests over 2 per cent stake in CDSL for Rs 223 crore. Avantha case: Court allows Rana Kapoor's lawyer to be present during ED's questioning. Special court lets Enforcement Directorate quiz Rana Kapoor. ,2021-08-24
240,"Ujjivan SFB tumbled 32% in six days. Here's what analysts said. HDFC Bank, Paytm team up for digital payments. You may have to soon memorise your 16-digit card number. HDFC Bank aims to regain lost market share in 1 year after RBI lifts credit card ban. PSBs to push co-lending with NBFCs, digital, agri financing under Ease 4.0 reform. Deposit customers, alliances to lead HDFC Bank's credit card comeback. RBI imposes Rs 27.5 lakh penalty on Dhanlaxmi Bank, Rs 20 lakh on a co-op bank. RBI committee suggests measures to strengthen the Urban co-operative banks. IIFL Wealth and Asset Management appoints Anshuman Goenka as private equity business head. Yes Bank Scam: Rana Kapoor files recall application against court's order allowing ED to question him. HDFC Bank readies aggressive plans to win back lost credit card customers. ",2021-08-23
241,"SBI opens floating ATM on a houseboat at Dal Lake, Srinagar. NABARD's loans rise 25.2 per cent to reach Rs 6 lakh crore in FY21. IBA moves RBI seeking licence to set up Rs 6,000-cr NARCL; approval likely in next few weeks. Can a new management put an end to Ujjivan Small Finance Bank's two biggest concerns?. ",2021-08-22
242,"RBI, IRDAI to vet FDI proposals in banks with insurance ventures. ",2021-08-21
243,"RBI against dropping card storage clause in new rules for making payments online. Carol Furtado emerges as top candidate for Ujiivan Bank's interim CEO. Portfolio quality, high attrition areas of concern: Samit Ghosh, Ujjivan SFB. A lot of opportunity in top private sector banks: Sampath Reddy, Bajaj Allianz Life Insurance. Bank of Maharashtra waives loan processing fees under special offer. ",2021-08-20
244,"Decline in debit bounce rates hints at pick-up in collections. HSBC outpaces market on back of SME loans. What made HDFC Bank’s big boss write the Reserve Bank a thank-you note. Indian banks brace for bad loans with stronger balance sheets, says new S&P report. Ujjivan Small Finance Bank chief Nitin Chugh steps down due to personal reasons. ",2021-08-19
245,"Will be “back with a bang” on credit card rollout, says HDFC Bank. Deepak Sharma of Kotak Mahindra Bank explains how e-RUPI can transform payments landscape. Reserve Bank allows HDFC Bank to sell new credit cards. Hinduja brothers boost IndusInd Bank collateral after shares drop. Will regain lost ground on credit cards: HDFC Bank chief Sashidhar Jagdishan. RBI revises lockers rules: Bank liability limited to 100 times of annual rent. PSBs can attract Rs 25,000 crore through women Jan Dhan customers. Retail to drive loan book in FY'22, but asset quality a concern. RBI issues notification for New bank locker rules: Here is all you need to know. RBI standardises bank locker rules. ",2021-08-18
246,"InCred, KKR merge NBFCs in all-stock deal, combined entity InCred Fin will have $300m equity base. Klub gets $20 million funding, to deploy Rs 500 crore for local brands. Small finance banks serving priority sector profitably: RBI paper. RBI lifts ban on HDFC Bank issuing credit cards. Relief for HDFC Bank: RBI lifts 8-month ban on issuing new credit cards. ",2021-08-17
247,"Tata Motors partners with Bank of Maharashtra for passenger vehicle retail financing scheme. SBI announces special offers on car loans, gold loans and personal loans: Check details here. SBI announces fees waiver, lower rates to commemorate Independence Day. HDFC launches green and sustainable deposits. HDFC to raise funds from retail investors through Green Deposits to finance sustainable housing. BoM tops PSU banks in terms of loan, saving deposit growth in Q1. HDFC Bank’s AT1 bonds get Moody’s Ba3 rating. ",2021-08-16
248,"Finance Minister Nirmala Sitharaman to meet CEOs of public sector banks on August 25. Bank of Maharashtra tops PSU lenders chart in terms of loan, saving deposit growth in Q1. Bankers hopeful of a revival in corporate loan growth as economy opens up. ",2021-08-15
249,"Senior citizens can withdraw money from SCSS, PPF etc. via authorized person: Here's how. Central Bank of India identifies 350 branches in coastal areas for aqua financing. RBI gives Ind Bank Housing time till December to complete revival process. Visa could gain 5% incremental share as curbs on MasterCard continue. ICICI Home Finance launches on-the-spot home loan for workers having no ITR. ",2021-08-13
250,"Deutsche Bank gets nod to set up IFSC banking unit at GIFT City. Airtel Payments Bank turns profitable in July amid business growth: CEO to staff. Bank credit grows 6.11% in fortnight ended July 30, shows RBI data. RBI imposes Rs 1 cr penalty on Cooperatieve Rabobank U.A.. Can banking be as easy as ordering food online? AI and blockchain may soon make it a reality. ",2021-08-12
251,"You can lose 48% of interest if you break your post office time deposit before maturity. Global banks unwind lucrative India trades after RBI warning. A new phishing attack lurking to scam banking customers: Advisory. KVB contributes Rs 10 lakh under CSR to hold free vaccination drive. Yes Bank to float asset reconstruction company, invites bids from investors. Festive season to push credit demand: Au Small Finance Bank CEO. Indian Bank signs Memorandum of Understanding with Paralympic Committee. Banks tap IPO investments, book listing gains. ",2021-08-11
252,"India's richie rich will have to shell out more to be in the IPO league. 5 lenders including HDFC Bank, Kotak in race for Citi India’s retail business. Neeraj Chopra roped in for RBI awareness campaign. Bharat ATM to add 20 lakh outlets by 2022-end to offer banking services to rural area. RBI to impose penalties on banks for failing to ensure cash availability at ATMs. ATM installed in Meghalaya hospital where inventor was born in 1925. ",2021-08-10
253,"10 rules of investing, saving right: Steps to follow, pitfalls to avoid. Fixed income has negative returns now: Why investing in bank FDs is a loser's game. Merger helps Bank of Baroda step up retail loans: CEO. Recovery will be sharper this time, but certain segments may lag: Nitin Chugh, Ujjivan SFB. CASA ratio moved from 39% to nearly 40% over last 12 months: Sanjiv Chadha, Bank of Baroda. Banks report improved NII, lower NPA provisioning in Q1. HDFC Bank receives Rs 30,000 crore prepayments amid signs of economic recovery, deleveraging. ",2021-08-09
254,IDBI Bank strategic sale: 7 firms in race for transaction advisor. RBI empanels Karnataka Bank as ‘agency bank’ for govt business. IDBI stake sale: 7 firms in transaction adviser shortlist. ,2021-08-08
255,Yes Bank board okays prosecution of Rana Kapoor. NCLT admits tea producer McLeod Russel for bankruptcy proceedings. ,2021-08-07
256,Bank fraud case: Delhi Crime Branch arrests 3 suspects for allegedly duping HDFC Bank of Rs 1.4 crore. Rise in retail stress levels not alarming : RBI Deputy Governor Jain. Timeline for IBC resolution needs to be shortened: Shaktikanta Das. Indian Bank & IIMB's incubation arm sign up on exclusive credit to startups. Stolen Indian card details in largest slice of database released on Dark Web by cybercriminals. ,2021-08-06
257,"SBI Q1 profit surges 55% to Rs 6,504 crore. A single account holder can withdraw a joint bank FD prematurely; here’s how it works, and should you go for it?. As loan growth slows, other income comes to banks' rescue. Bank of Maharashtra waives processing fee on gold, home, car loans till September 30. Big rush to set up shop at GIFT city: Deutsche Bank, Citigroup, Zerodha among 24+ applicants. ",2021-08-05
258,Home loan portfolios of many banks begin showing signs of stress. Yes Bank fraud case: ED arrests Gautam Thapar of Avantha Group. The world could be about to wake up to the next big thing in banking. RBI cautions against fraudulent buy or sale of old banknotes. SBI to take steps to insulate bank's balance sheets from stress in telecom firms: Dinesh Khara. RBI extends deadline for current account notification. SBI sees rising stress in home loan and MSME book in June quarter. ,2021-08-04
259,"HDFC Q1 results: Net profit falls but beats estimates. Now get salary, pension credited on Sundays and bank holidays. IndusInd Bank gets empanelled as Agency Bank to RBI. Bank of India Q1 results: Net profit falls 15% to Rs 720 crore. NBFCs' NPAs to rise 1% in FY22, recast loans to double: Report. RBI tightens rules for payment companies outsourcing core activities. Changes to insolvency law approved by Rajya Sabha. ",2021-08-03
