,Headlines,Date,Sentiment
802,"Retail digital payments jump in FY18. Centre to infuse Rs 3,054 crore into Allahabad Bank as investment. Indian banks showing positive signs but fundamentals still weak: DBS report. ",2018-11-09,[[6.6033799e-06 9.9999237e-01 1.0988706e-06]]
803,NCLAT to hear IndusInd Bank plea against IL&FS. ,2018-11-07,[[0.7065863  0.00095469 0.29245907]]
804,State Bank of India returns to profit after losses in three straight quarters. ,2018-11-06,[[0.0018263 0.9917354 0.0064382]]
805,"For NBFCs, HFCs: Banks can offer credit support, says RBI. Is this the wrath of markets, Economic Affairs Secy Subhash Garg asks citing financial data. September quarter of FY19: PNB posts Rs 4,532 cr net loss as provisions jump 300%. Bank of Maharashtra reinstates its CEO, executive director after clean chit in fraud case. ",2018-11-03,[[9.9923241e-01 9.1446345e-05 6.7616120e-04]]
806,HDFC standalone net rises 25 per cent  in Q2. IMF says monitoring situation in India; bats for RBI’s independence. Cross-border capital flows source of financial fragility: Raghuram Rajan. ,2018-11-02,[[9.9978811e-01 2.1327762e-05 1.9056512e-04]]
807,"SBI to cut ATM withdrawal limit from today: Here’s the revised amount. Amid cash squeeze, PMO calls meeting of banks. If govt has invoked Section 7 of RBI Act, there will be more bad news today: P Chidambaram. Forget gold, here are other long-term assets to invest in this Dhanteras. ",2018-10-31,[[8.0800176e-01 3.6918456e-04 1.9162905e-01]]
808,"RBI-Centre turf war: Tussle not new, Viral Acharya just flagging new issues. AIRBEA: ‘Undermining RBI a recipe for disaster’. SBI to sell 26 per cent stake in arm to form payments JV with Hitachi. RBI-Centre turf war: Govt reportedly upset with bank for making rift public. PNB capital infusion: Sebi exempts govt from making open offer. ",2018-10-30,[[9.9882799e-01 4.2852483e-04 7.4342592e-04]]
809,"‘Rs 3,400-crore tax evasion’: I-T probing over 21,000 entities. ",2018-10-29,[[9.9995494e-01 3.4246168e-05 1.0892687e-05]]
810,Sector Watch: ‘Govt working on measures to ease NBFC cash crunch’. ,2018-10-27,[[0.9724435  0.00103717 0.02651933]]
811,"Year-on-year rise: Bank credit grows by 14.30 per cent, highest in more than four years. ",2018-10-25,[[5.1596317e-07 9.9999952e-01 3.3884557e-08]]
812,"Bank of India puts non-performing assets worth Rs 10,700 crore on sale. Dena Bank aims to bring down NPAs to 15 per cent by March 2019. Banks seek carriers’ revival plans, collateral for fresh funds. RBI Board discusses bad loan crisis, liquidity woes. ",2018-10-24,[[9.7570229e-01 8.8159150e-06 2.4288852e-02]]
813,"SBI plans to raise Rs 25,000 crore through mix of debt & equity. Cash-strapped PNB invests Rs 50 crore into shipbuilding firm. CAG Mehrishi questions RBI’s accountability over NPA crisis in banks. ",2018-10-23,[[9.9973112e-01 1.4084692e-06 2.6744319e-04]]
814,Bank credit growth registers 4-year high in August at 12.2%. ,2018-10-22,[[3.5678898e-04 9.9963939e-01 3.8071551e-06]]
815,"RBI against independent body, wants Guv as chairperson with casting vote. RBI eases norms to provide more liquidity to NBFCs. RBI opposes Govt plan for separate payments regulator. HDFC Bank Q2 net profit climbs 21% to Rs 5,005 crore on robust core income. ",2018-10-20,[[7.6997395e-09 1.0000000e+00 4.5361235e-09]]
816,RBI announces more steps to increase credit flow to NBFCs. ,2018-10-19,[[4.6577922e-01 5.3420424e-01 1.6532815e-05]]
817,Yes Bank’s Chief Executive Officer to be appointed by February 1. ,2018-10-18,[[9.9999607e-01 2.3082460e-07 3.7319269e-06]]
818,"ICICI Bank CEO: RBI approves three-year term for Sandeep Bakhshi. RBI allows fund transfer from wallet to wallet. RBI wanted to pull out nominees from public sector bank boards, Govt says no. ",2018-10-17,[[9.9999762e-01 9.5805308e-07 1.4460845e-06]]
819,"Data Storage: As deadline ends, many firms yet to comply with RBI norms. RBI unveils norms for governance, capital requirements. Planning a trip this festive season at the last minute? Here are some hacks to save money. ",2018-10-16,[[9.9953723e-01 6.7071928e-06 4.5610324e-04]]
820,Government considers talent pool for insurance succession plan. Did not issue 5-day strike call in November: AIBEA. ,2018-10-15,[[9.9996507e-01 3.6283691e-06 3.1296924e-05]]
821,RBI sticks to October 15 deadline for data localisation. ,2018-10-14,[[9.9999952e-01 7.0375009e-08 3.0128544e-07]]
822,"Data Storage In India: Visa, Mastercard among 15 payment firms yet to comply with RBI norms. ",2018-10-12,[[9.9998653e-01 2.6092098e-07 1.3195258e-05]]
823,Bandhan Bank net profit increases 47 per cent on interest income. ,2018-10-11,[[6.747189e-08 9.999999e-01 8.703938e-09]]
824,"SBI bailout offer for NBFCs: will buy assets worth Rs 45,000 crore. This shopping season use these smart hacks to save money. ",2018-10-10,[[9.9609095e-01 3.8993494e-03 9.6862468e-06]]
825,"With rupee at its lowest, what to watch for if you’re buying gold this festive season. ",2018-10-08,[[9.334394e-01 5.034305e-06 6.655560e-02]]
826,"RBI for voluntary retention route for FPIs in debt. RBI says govt steps will stabilise IL&FS, hints at tightening NBFC norms. Corporate Affairs Ministry seeks protection for new IL&FS board at NCLT. ",2018-10-06,[[0.87710494 0.12157514 0.00131997]]
827,"Videocon loan case: No RBI clean chit yet to ICICI Bank, says still ‘engaged’, probe is ongoing. Chanda Kochhar steps down as ICICI Bank CEO: The loan controversy that prompted a probe against her. Under conflict of interest and nepotism cloud, Chanda Kochhar quits ICICI Bank. CBI, SFIO yet to summon Chanda Kochhar and husband Deepak. RBI monetary policy statement today: What to expect. Why the RBI says it will be watching inflation closely while keeping interest rates constant. ",2018-10-05,[[9.9954188e-01 6.2798907e-05 3.9536378e-04]]
828,"Lenders raise retail lending rate, MCLR. ",2018-10-02,[[9.7111660e-01 2.8124446e-02 7.5893482e-04]]
829,"Mutual funds: In last four years, exposure to debt papers of NBFCs up 2.5 times. RBI data on Public Sector Banks: In four years, banks’ write-off over seven times recovery. Fully geared up for succession plan, says Yes Bank. ",2018-10-01,[[9.999734e-01 5.704252e-06 2.082529e-05]]
830,Bandhan Bank: RBI curbs not to impact business growth. ,2018-09-30,[[9.9998605e-01 2.0654166e-07 1.3669535e-05]]
831,"Around Rs 2,500 crore due till March 2019: Ahead of IL&FS AGM, govt says will ensure no ‘undue impact’. RBI slaps curbs on Bandhan Bank branch openings, freezes CEO pay. ",2018-09-29,[[9.9917763e-01 3.3600525e-05 7.8869541e-04]]
832,RBI eases cash reserve rules to provide liquidity for banks. ,2018-09-28,[[9.9862540e-01 1.2548750e-03 1.1977276e-04]]
833,"Non-core asset sales: Four PSBs seek to raise at least Rs 100 crore. PNB to seek Rs 5,431-crore fund infusion from govt. ",2018-09-27,[[9.9995959e-01 3.6410343e-05 4.1029816e-06]]
834,"PSBs for upfront govt capital infusion, relaxation in PCA norms. ",2018-09-26,[[4.1455743e-03 6.3626510e-05 9.9579078e-01]]
835,"Rs 4,73,500-crore exposure: Banks assure support to NBFCs. There’s no cause for concern on IL&FS:  SBI Chairman Rajnish Kumar. Splurges, easy loans take household debt to new high. Govt to take all measures to ensure liquidity in NBFCs: Arun Jaitley. ",2018-09-24,[[9.9943417e-01 4.0519350e-05 5.2533514e-04]]
836,Lower value realisation due to liquidation of corporate debtors. Sebi unveils revised KYC norms for FPIs. ,2018-09-22,[[9.9935406e-01 8.0348873e-06 6.3798222e-04]]
837,Preventive vigilance better tool for public institutions: RBI Governor Urjit Patel. ,2018-09-21,[[6.2767658e-03 9.9371886e-01 4.4170474e-06]]
838,PSB Consolidation: Bank of Baroda gets Vijaya Bank breather with Dena Bank stress. Mutual funds: Sebi cuts expense ratio in top slab. ,2018-09-19,[[0.03275335 0.96254724 0.0046994 ]]
839,"BoB, Dena Bank, Vijaya Bank Merger: Bankers say consolidation good for public sector banks. Household debt almost doubles in 2017-18: Reserve Bank data. The iPhone Xr costs Rs 76,900. Here are smart money moves you can make with the same amount. ",2018-09-18,[[9.0890384e-01 9.0823919e-02 2.7231808e-04]]
840,"Kerala floods: Insurers receive Rs 1,500-crore bill. Videocon loan case: Shareholders raise questions on Chanda Kochhar. ",2018-09-13,[[7.4469352e-01 4.9332256e-04 2.5481322e-01]]
841,"Sent list of high-profile fraud cases to PMO, not aware of progress: Raghuram Rajan. ",2018-09-12,[[9.999157e-01 7.479635e-07 8.351731e-05]]
842,"Digital Payments: Google agrees to meet all payment services norms. Relax PCA, capital adequacy rules: House panel to RBI. Raghuram Rajan: RBI sent high-profile fraud list to PMO during my tenure, not aware of its progress. Buying a car? You now have to buy long-term insurance and here’s what you should know about it. Full text of Raghuram Rajan’s note to Parliamentary Estimates Committee on Bank NPAs. ",2018-09-11,[[9.9998403e-01 1.7233393e-06 1.4305112e-05]]
843,"Give details of top-50 cases for 3 years, House panel asks revenue department. Bank deposit growth lags 10% for a year. Raghuram Rajan: Over-optimistic bankers, growth slowdown responsible for bad loans. ",2018-09-10,[[6.8318127e-06 5.2170890e-06 9.9998796e-01]]
844,Amitabh Chaudhry to take over as Axis Bank MD & CEO. ,2018-09-09,[[9.9991965e-01 1.6876627e-06 7.8647921e-05]]
845,RBI fines three PSU banks Rs 1 crore each. ,2018-09-08,[[9.9999976e-01 5.0277119e-08 1.8311572e-07]]
846,"RBI imposes Rs 1 crore fine on Union Bank for delay in fraud detection, reporting. ",2018-09-07,[[1.3740037e-02 1.1451461e-04 9.8614550e-01]]
847,Parliamentary Standing Committee on Finance: ‘RBI should bear responsibility to fix flaws with its oversight functions’. ,2018-09-06,[[9.9996626e-01 1.4298236e-06 3.2364052e-05]]
848,RBI: Internal ombudsman mandatory for banks with over 10 branches. ICICI Bank hikes 1-year MCLR by 15 bps; rate higher than SBI’s. The one principle you need to follow to really benefit from mutual fund investments. ,2018-09-04,[[6.0457260e-05 9.9993944e-01 1.1269170e-07]]
849,RBI: Loan defaults by small businesses double in a year. LIC board to meet tomorrow to decide IDBI Bank stake hike plan. ,2018-09-03,[[9.9999464e-01 4.1138810e-06 1.2031411e-06]]
850,SBI hikes lending rates by 20 basis points. ,2018-09-02,[[7.8775984e-01 2.1196236e-01 2.7781501e-04]]
851,Long-term motor insurance: SC rejects insurers’ plea; buyers to shell out more from today. ,2018-09-01,[[9.4907820e-01 6.8600877e-04 5.0235808e-02]]
852,"Despite opposition from proxy firms, ICICI Securities reappoints Chanda Kochhar. Kerala floods: ‘Banks may witness 20-25 per cent spike in bad loans’. ",2018-08-31,[[8.1425065e-01 5.5783056e-04 1.8519153e-01]]
853,Annual Report 2017-2018: RBI may extend February 12 circular on stressed assets to NBFCs. Bad loans to rise in current fiscal: RBI. Stressed power assets: Centre unlikely to issue directions to RBI. ,2018-08-30,[[9.6491156e-03 2.5240693e-04 9.9009842e-01]]
854,Life Insurance Corporation to buy up to 14.9 per cent stake in IDBI Bank. 99.3% of demonetised notes returned to banks: RBI. ,2018-08-29,[[9.999795e-01 1.579503e-05 4.595209e-06]]
855,"Deadline for NPA resolution ends: Banks get 15-day window to resolve stressed projects. SBI changes names, IFSC codes of nearly 1,300 branches post merger with associates. ",2018-08-28,[[9.9999797e-01 1.2779474e-06 6.8154918e-07]]
856,"Asset concentration: As MFs rejig schemes, some sectors see jump in exposure. ",2018-08-27,[[9.9083674e-01 3.6318120e-04 8.8000940e-03]]
857,PNB gets top rank in digital transaction as per Finmin report. ,2018-08-25,[[7.6331031e-01 2.3667966e-01 9.9921426e-06]]
858,Ajay Tyagi: ‘Mutual fund industry needs more competition’. How to multiply your money if you’ve just started working. Sudden depreciation or appreciation of Rupee not good: SBI. ,2018-08-24,[[6.6571188e-01 4.0887660e-04 3.3387926e-01]]
859,Pune: Co-op banks plan ways to keep away hackers. Bank deposits: Government against raising insurance cover to Rs 15 lakh. Education loan: Flat growth in portfolio as defaults rise. Chanda Kochhar seeks re-appointment as ICICI Securities director. ,2018-08-23,[[9.9853706e-01 9.7130291e-04 4.9156742e-04]]
860,"Inter-creditor pact: ‘Operating guidelines by next week’. Banks in Kerala decide to reschedule loans, waive fees for new cheque books. ",2018-08-22,[[9.9889511e-01 1.1411758e-05 1.0934324e-03]]
861,"Farm loan defaults up Rs 23,000 crore to Rs 83,153 crore in a year. Consortium lending: SBI chief Rajnish Kumar says banks should review models. Government should strengthen credit bureaus: RBI Dy Governor NS Vishwanathan. Legislate law for public credit registry: RBI Deputy Governor Viral V Acharya. For senior citizens, these are the best ways to invest their money. ",2018-08-21,[[2.0285806e-02 9.7969931e-01 1.4845795e-05]]
862,"RBI staff to go on mass leave on September 4, 5 over pension issues. ",2018-08-20,[[9.9998629e-01 1.7672910e-08 1.3730345e-05]]
863,"‘No plan to extend timeline, new law for valuers likely’. No ATM to be refilled after 9 pm from February 2019. ",2018-08-19,[[9.9997866e-01 5.3121503e-06 1.5988993e-05]]
864,Resolution under IBC: Creditors recover Rs 50k cr. Delhi HC quashes PIL against limit on ATM withdrawals. ,2018-08-18,[[9.9971050e-01 1.0424859e-04 1.8525060e-04]]
865,"SEBI cuts listing time for debt securities. Rajiv Kumar: ‘PSU banks to be out of PCA by year end’. Cyber security: Cost should not be an inhibiting factor, says Urjit Patel. Survey by Nabard: ‘88 per cent rural households have savings accounts’. ",2018-08-17,[[9.9998748e-01 8.2728104e-07 1.1639035e-05]]
866,Cosmos cyber attack: NPCI says systems completely secure. ,2018-08-16,[[7.4806005e-02 9.2459130e-01 6.0268724e-04]]
867,"Loan Defaults | Definition change: Repayment overdue may hit Rs 6.6 lakh crore, says Cibil study. Promoters’ stake dilution: RBI rejects Kotak Mahindra proposal. Allahabad Bank reports Rs 1,944-crore net loss in Q1. IDBI Bank Q1 loss widens to Rs 2,410 crore. ",2018-08-15,[[0.15843858 0.10079519 0.74076617]]
868,"HDFC Bank Deputy managing director Paresh Sukthankar quits. Idle accounts clean-up, cross verification hold up interest credit for FY18. ",2018-08-11,[[9.9996758e-01 3.3033955e-06 2.9058227e-05]]
869,Tribunal order to bolster bank recovery efforts. ,2018-08-10,[[1.0028000e-06 9.9999905e-01 1.8062519e-08]]
870,Second straight quarterly loss: PNB Q1 loss at Rs 940 crore. High-value frauds in PSBs fell by 30 per cent in FY18: Govt. ,2018-08-08,[[7.573084e-05 1.741159e-04 9.997502e-01]]
871,Three public sector general insurers remain headless. HDFC Bank raises fixed deposit rates by up to 0.6%. ,2018-08-06,[[9.9934262e-01 5.9238198e-04 6.4932894e-05]]
872,What you should know before you sign up as guarantor for a loan. ,2018-08-04,[[9.9967754e-01 1.4911700e-05 3.0761943e-04]]
873,"Stressed power assets: Is relief possible, Allahabad High Court asks Reserve Bank. HDFC raises home loan rates by 20 bps. ",2018-08-03,[[9.1037601e-01 8.9030840e-02 5.9310405e-04]]
874,"Banks may review deposit, lending rates in near future. ICICI Bank tells US Securities and Exchange Commission: ‘In process of responding to Sebi notice’. ",2018-08-02,[[9.9978465e-01 1.3803218e-05 2.0159429e-04]]
875,"Urban Co-op Banks: Violations seen across 621 lenders during note ban, reveals RBI. Deepak Parekh re-appointed as non-exec director of HDFC; 22.64 per cent shareholders voted against his continuation. RBI hikes repo rate for second consecutive time, home, auto loans to get expensive. ",2018-08-01,[[0.9949155  0.00126493 0.0038196 ]]
876,Rising gross NPAs: Over 200 stressed assets under regulatory scanner. State Bank of India hikes rates for term deposits. HDFC posts 54 per cent rise in standalone profit. ,2018-07-31,[[2.3678093e-07 9.9999976e-01 2.3748278e-08]]
877,"RBI Monetary Policy review: Pause or hike, opinion divided. State Bank of India hikes FD interest rates, applicable from today. ",2018-07-30,[[9.999385e-01 3.168001e-05 2.983558e-05]]
878,Delhi High Court rejects ICICI Bank plea on dues of Rs 250 crore. ,2018-07-25,[[9.9980694e-01 4.5139213e-06 1.8861146e-04]]
879,"Lenders, financial institutions ink pact for faster resolution of stressed assets. ",2018-07-24,[[9.1418140e-02 9.0835464e-01 2.2716628e-04]]
880,"Regulating PSBs: Panel may favour more power to RBI. Before payments bank starts: India Post witnesses rebound in traditional services revenue. Public sector banks set to close 1/3rd of branches outside India. Govt slashes minimum yearly deposit for Sukanya Samriddhi account to Rs 250. Any employee, not in employment for a month, to get 75 per cent PF: Labour Minister. ",2018-07-23,[[9.3343782e-01 6.6404432e-02 1.5772229e-04]]
881,HDFC Bank profit up 18.2% in June quarter. ,2018-07-22,[[9.8179441e-08 9.9999988e-01 2.5248001e-09]]
882,What’s new in RBI’s latest Rs 100 note. New Rs 100 note to be issued by RBI: What all the new currency notes look like. Kotak Bank net profit rises 16.90 per cent. RBI to issue new Rs 100 note in lavender. ,2018-07-20,[[9.996240e-01 3.690730e-04 6.951435e-06]]
